path,width,height,mode,alpha_expected
assets/ui_assets/ui/global/pause_icon.png,128,128,RGBA,True
assets/ui_assets/ui/global/play_icon.png,128,128,RGBA,True
assets/ui_assets/ui/global/popup_frame.png,440,190,RGBA,True
assets/ui_assets/ui/global/previous_arrow.png,128,128,RGBA,True
assets/ui_assets/ui/global/restart_icon.png,128,128,RGBA,True
assets/ui_assets/ui/global/reward_ready_badge.png,128,128,RGBA,True
assets/ui_assets/ui/global/sale_badge_small.png,128,128,RGBA,True
assets/ui_assets/ui/global/settings_icon.png,128,128,RGBA,True
assets/ui_assets/ui/global/tab_active.png,220,160,RGBA,True
assets/ui_assets/ui/global/tab_inactive.png,220,160,RGBA,True
assets/ui_assets/ui/global/tooltip_frame.png,440,190,RGBA,True
assets/ui_assets/ui/rewards/big_chest_closed.png,128,128,RGBA,True
assets/ui_assets/ui/rewards/big_chest_open.png,128,128,RGBA,True
assets/ui_assets/ui/rewards/coin_icon.png,128,128,RGBA,True
assets/ui_assets/ui/rewards/gem_icon.png,128,128,RGBA,True
assets/ui_assets/ui/rewards/premium_chest_closed.png,128,128,RGBA,True
assets/ui_assets/ui/rewards/premium_chest_open.png,128,128,RGBA,True
assets/ui_assets/ui/rewards/reward_frame_large.png,440,190,RGBA,True
assets/ui_assets/ui/rewards/reward_frame_small.png,440,190,RGBA,True
assets/ui_assets/ui/rewards/reward_glow.png,220,160,RGBA,True
assets/ui_assets/ui/rewards/small_chest_closed.png,128,128,RGBA,True
assets/ui_assets/ui/rewards/small_chest_open.png,128,128,RGBA,True
assets/ui_assets/ui/rewards/star_empty.png,128,128,RGBA,True
assets/ui_assets/ui/rewards/star_filled.png,128,128,RGBA,True
assets/ui_assets/ui/rewards/star_large_empty.png,128,128,RGBA,True
assets/ui_assets/ui/rewards/star_large_filled.png,128,128,RGBA,True
assets/ui_assets/ui/star_track/star_track_checkpoint.png,128,128,RGBA,True
assets/ui_assets/ui/star_track/star_track_chest_large.png,128,128,RGBA,True
assets/ui_assets/ui/star_track/star_track_chest_small.png,128,128,RGBA,True
assets/ui_assets/ui/star_track/star_track_claimed.png,128,128,RGBA,True
assets/ui_assets/ui/star_track/star_track_fill.png,128,128,RGBA,True
assets/ui_assets/ui/star_track/star_track_marker.png,128,128,RGBA,True
assets/ui_assets/ui/star_track/star_track_panel.png,128,128,RGBA,True
